participant_number,no_of_actions,time_query,time_on_serp,time_on_documents,time_session_overall,serp_page_viewed_to,document_click_count,document_click_depth,document_hover_count_raw,document_hover_count,document_hover_depth,ad_hover_count,ad_hover_count_top,ad_hover_count_side,ad_hover_count_bot,ad_click_count,depth,time_per_snippet,time_per_document,query_length,query_tokens_count,NC_binary
30,399,3.86,26.16,47.65,78.03,1,2,7,30,7,7,9,7,1,1,0,7,3.737142857,23.81309345,14,2,1
30,376,4.21,25.33,88.07,118.42,2,3,9,7,7,12,15,6,6,3,1,9,2.814444444,29.34688437,18,2,1
30,399,2.04,56.14,210.95,270.56,2,7,14,54,12,15,27,18,4,5,0,14,4.01,30.1314098,14,2,1
30,376,1.58,7.13,41.24,50.17,1,1,2,1,1,2,3,3,0,0,0,3,2.376666667,41.1988012,12,2,1
30,376,3.74,16.54,50.88,71.34,1,1,9,4,4,9,9,5,4,0,0,9,1.837777778,50.82917083,13,2,1
30,376,7.81,49.71,53.44,111.21,1,1,6,26,8,8,12,8,4,0,0,8,6.21375,53.38661339,21,2,1
30,376,4.53,10.94,61.84,77.6,1,1,10,7,7,10,4,3,1,0,0,10,1.094,61.77822178,19,2,1
30,255,7.18,18.66,132.04,158.89,1,2,5,15,7,8,0,0,0,0,0,7,2.665714286,65.9870065,35,4,1
30,152,3.51,92.98,387.96,486.2,2,4,12,22,13,19,26,16,6,4,0,13,7.152307692,96.96575856,16,2,1
30,399,2.91,19.13,103.5,125.7,1,1,1,9,4,4,10,6,1,3,0,4,4.7825,103.3966034,7,1,1
30,255,9.46,39.04,121.48,171.49,1,1,5,29,10,10,0,0,0,0,0,10,3.904,121.3586414,16,3,1
31,225,4.11,5.91,0,10.22,1,0,0,3,2,2,1,1,0,0,0,3,1.97,0,30,3,0
31,390,17.28,3.11,0,20.93,1,0,0,0,0,0,0,0,0,0,0,3,1.036666667,0,23,3,0
31,390,4.46,23.46,0,103.89,1,2,5,49,9,9,0,0,0,0,0,9,2.606666667,0,37,5,0
31,390,4.62,6.92,0,11.71,1,0,0,15,5,5,0,0,0,0,0,5,1.384,0,15,2,0
31,390,12.75,9.62,0,95.21,1,2,10,31,10,10,1,1,0,0,0,10,0.962,0,36,4,0
31,225,3.66,25.66,4.49,34.17,3,1,5,27,23,27,3,2,0,1,0,23,1.115652174,4.485514486,33,4,0
31,390,2.63,16.3,23.79,43.32,2,1,4,22,16,16,0,0,0,0,0,16,1.01875,23.76623377,26,3,0
31,267,5.73,32.77,371.64,419.55,3,7,25,83,29,29,21,13,6,2,0,29,1.13,53.08384516,24,3,0
31,225,8.5,8.97,192.88,210.61,2,3,14,29,16,17,16,7,8,1,0,16,0.560625,64.27190936,33,4,0
31,176,9.98,22.17,325.56,358.7,2,5,18,54,18,18,13,10,2,1,0,18,1.231666667,65.0989802,17,3,0
31,390,2.87,11.45,377.72,392.98,2,4,18,29,16,20,0,0,0,0,0,18,0.636111111,94.4063984,26,4,0
32,521,8.47,30.14,0,39.12,1,0,0,7,3,5,1,1,0,0,0,3,10.04666667,0,29,3,1
32,499,10.54,8.24,0,18.96,1,0,0,1,1,1,2,2,0,0,0,3,2.746666667,0,28,3,1
32,521,6.17,5.86,0,12.8,1,0,0,3,2,2,2,2,0,0,0,3,1.953333333,0,36,4,1
32,521,9.64,17.4,0,27.86,1,0,0,9,4,5,4,4,0,0,0,4,4.35,0,35,4,1
32,499,6.7,2.18,0,9.22,1,0,0,0,0,0,0,0,0,0,0,3,0.726666667,0,39,5,1
32,521,4.42,1.46,0,6.4,1,0,0,0,0,0,0,0,0,0,0,3,0.486666667,0,28,3,1
32,562,6.31,8.72,0,20.09,1,0,0,26,5,5,4,4,0,0,0,5,1.744,0,35,5,1
32,521,5.59,0,0,6.03,1,0,0,0,0,0,0,0,0,0,0,3,0,0,29,3,1
32,562,2.32,62.23,12.59,90.44,2,2,14,26,11,14,10,8,0,2,0,14,4.445,6.291854073,37,5,1
32,562,2.31,15.82,24.33,47.76,1,3,7,17,6,7,9,9,0,0,0,7,2.26,8.107297567,39,5,1
32,562,5.85,9.64,17.42,39.46,1,2,2,3,3,3,14,6,8,0,0,3,3.213333333,8.705647176,42,5,1
32,577,3.16,48.83,61.89,125.29,3,5,18,63,24,24,0,0,0,0,0,24,2.034583333,12.3755249,25,3,1
32,577,3.57,59.23,51.42,133.06,5,4,44,51,26,45,0,0,0,0,0,44,1.346136364,12.85178705,29,4,1
32,562,8.36,104.45,47.85,161.87,1,3,8,80,10,10,14,10,1,3,0,10,10.445,15.9446851,30,4,1
32,521,4.9,25.07,16.23,48.33,1,1,6,20,10,10,6,5,0,1,0,10,2.507,16.21378621,26,3,1
32,577,1.63,43.92,69.44,121.24,4,4,20,48,27,37,0,0,0,0,0,27,1.626666667,17.35566108,33,4,1
32,499,0.86,16.89,52.94,72.45,1,3,7,14,6,7,11,11,0,0,0,7,2.412857143,17.6407864,40,5,1
32,521,1.21,49.63,39.88,92.99,2,2,10,46,17,17,9,3,3,3,0,17,2.919411765,19.93003498,29,3,1
32,521,4.47,72.7,43.55,109.59,1,2,9,12,7,9,12,6,2,4,0,9,8.077777778,21.76411794,28,3,1
32,499,7.49,120.66,177.15,313.22,3,8,24,100,26,28,22,12,3,7,0,26,4.640769231,22.14098238,39,4,1
32,577,6.07,10.63,23.06,40.27,1,1,1,11,7,7,0,0,0,0,0,7,1.518571429,23.03696304,26,3,1
32,521,21.38,42.4,67.35,145.93,3,2,29,28,17,29,11,8,1,2,0,29,1.462068966,33.65817091,28,3,1
32,499,12.45,12.4,42.09,67.75,1,1,1,5,2,2,10,8,0,2,0,3,4.133333333,42.04795205,42,5,1
33,293,7.47,13.76,0,28.23,1,0,0,9,7,8,2,2,0,0,0,7,1.965714286,0,10,1,0
33,293,5.23,3.73,0,9.03,1,0,0,6,4,8,2,2,0,0,0,4,0.9325,0,17,2,0
33,222,5,18.59,21.34,45.78,1,2,7,10,6,7,0,0,0,0,0,7,2.655714286,10.66466767,22,3,0
33,222,3.52,21.19,47.56,88.33,1,3,7,19,9,9,0,0,0,0,0,9,2.354444444,15.84805065,25,4,0
33,293,24.31,24.12,34.58,83.75,1,2,10,16,9,10,4,3,0,1,0,10,2.412,17.28135932,24,3,0
33,222,5.55,19.95,95.5,122.45,1,5,7,22,8,9,0,0,0,0,0,8,2.49375,19.09618076,16,2,0
33,293,3.13,18.6,63.56,108.89,1,3,9,22,9,9,7,6,0,1,0,9,2.066666667,21.1796068,21,2,0
33,192,12.57,30.05,151.89,209.23,1,7,10,38,10,10,15,12,3,0,0,10,3.005,21.69547208,23,3,0
33,241,6.95,34.98,88.14,130.69,1,3,6,27,9,10,5,5,0,0,0,9,3.886666667,29.37020993,19,2,0
33,241,7.57,20.98,90.42,119.8,1,3,8,12,7,8,10,10,0,0,0,8,2.6225,30.12995668,18,2,0
33,293,8.15,11.21,37.04,68.28,1,1,7,22,9,9,2,2,0,0,0,9,1.245555556,37.002997,21,2,0
33,241,6.25,18.67,45.54,70.73,1,1,4,10,6,7,11,11,0,0,0,6,3.111666667,45.49450549,20,2,0
34,270,11.45,27.55,0,52.72,1,0,0,5,3,3,2,2,0,0,0,3,9.183333333,0,38,5,1
34,270,17.53,37.59,0,55.72,1,0,0,7,4,4,3,1,2,0,0,4,9.3975,0,23,3,1
34,118,14.05,8.11,0,22.56,1,0,0,3,2,2,0,0,0,0,0,3,2.703333333,0,39,5,1
34,142,10.24,11.08,0,21.5,1,0,0,6,3,3,4,4,0,0,0,3,3.693333333,0,21,2,1
34,270,12.39,10.31,0,22.87,1,0,0,6,4,4,2,2,0,0,0,4,2.5775,0,27,3,1
34,142,4.64,4.55,0,9.29,1,0,0,1,1,1,2,2,0,0,0,3,1.516666667,0,3,1,1
34,270,22.05,0,0,22.08,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45,6,1
34,270,18.6,48.94,11.65,80.97,2,3,10,29,12,14,12,3,9,0,0,12,4.078333333,3.88203932,26,3,1
34,142,3.78,15.06,22.27,41.37,1,2,8,14,6,8,1,1,0,0,0,8,1.8825,11.12943528,11,2,1
34,270,31.95,22.7,13.15,68.51,1,1,7,17,8,8,7,4,3,0,0,8,2.8375,13.13686314,45,6,1
34,142,7.04,22.1,16.24,46.17,1,1,1,8,3,3,4,4,0,0,0,3,7.366666667,16.22377622,28,3,1
34,80,13.94,16.28,50.86,82.43,1,2,2,10,4,4,7,3,4,0,0,4,4.07,25.41729135,28,4,1
35,679,5.75,26.19,0,32.23,2,0,0,19,13,17,4,2,0,2,0,13,2.014615385,0,21,2,1
35,679,9,3.37,0,12.43,1,0,0,3,2,2,2,2,0,0,0,3,1.123333333,0,23,2,1
35,383,0.93,22.75,0,24.73,2,0,0,21,15,18,1,1,0,0,0,15,1.516666667,0,28,3,1
35,679,7.39,9.45,0,16.93,1,0,0,9,4,4,2,2,0,0,0,4,2.3625,0,14,2,1
35,679,5.03,10.46,0,15.74,1,0,0,11,6,6,2,2,0,0,0,6,1.743333333,0,29,3,1
35,679,2.06,35.4,0,38.28,6,0,0,38,37,53,7,2,0,5,0,37,0.956756757,0,27,3,1
35,679,2.26,2.75,0,5.13,1,0,0,0,0,0,0,0,0,0,0,3,0.916666667,0,31,3,1
35,396,13.31,7.41,0,20.89,1,0,0,9,6,6,2,2,0,0,0,6,1.235,0,14,2,1
35,383,6.36,18.31,0,25.36,1,0,0,27,8,8,2,2,0,0,0,8,2.28875,0,36,4,1
35,383,12.06,9.73,0,22.26,1,0,0,18,10,10,2,2,0,0,0,10,0.973,0,39,4,1
35,679,3.42,5.82,0,9.31,1,0,0,11,3,3,4,4,0,0,0,3,1.94,0,10,1,1
35,278,2.1,3.94,0,6.49,1,0,0,8,5,5,0,0,0,0,0,5,0.788,0,29,4,1
35,396,3.14,46.2,50.62,103.7,3,4,12,71,28,30,12,9,0,3,0,28,1.65,12.65183704,20,3,1
35,679,9.72,94.71,160.21,267.53,5,8,42,86,46,50,39,24,8,7,0,46,2.058913043,20.02374703,18,2,1
35,383,4.99,15.72,52.02,74.21,1,2,5,25,10,10,11,5,1,5,0,10,1.572,25.9970015,37,4,1
35,383,13.88,19.21,30.93,64.71,1,1,3,4,3,3,4,3,0,1,0,3,6.403333333,30.8991009,18,2,1
35,278,10.19,39.83,149.94,202.85,3,4,13,58,28,28,0,0,0,0,0,28,1.4225,37.47563109,26,3,1
35,396,3.79,25.86,132.64,172.23,2,3,18,25,15,18,14,9,4,1,0,18,1.436666667,44.19860047,15,2,1
35,383,16.11,20.63,96.22,134.91,1,2,5,19,9,9,4,3,1,0,0,9,2.292222222,48.08595702,34,4,1
35,278,5.57,1.88,50.83,58.58,1,1,2,2,2,2,0,0,0,0,0,3,0.626666667,50.77922078,16,2,1
36,323,4.39,12.47,0,17.12,1,0,0,7,6,7,2,2,0,0,0,6,2.078333333,0,30,3,0
36,323,6.53,68.68,173.38,251.81,3,6,24,42,24,24,7,5,0,2,0,24,2.861666667,28.89185136,37,5,0
36,444,12.6,175.94,292.79,489.13,10,9,98,134,82,98,18,9,0,9,0,98,1.795306122,32.52860793,15,2,0
36,300,12.49,140.96,310.34,474.55,6,9,54,83,50,54,0,0,0,0,0,54,2.61037037,34.47839129,16,2,0
36,436,10.12,142.45,260.02,439.45,9,6,36,123,70,89,24,6,6,12,0,70,2.035,43.32944509,34,4,0
36,323,9.52,66.03,108.42,193.18,2,2,5,43,18,18,6,4,1,1,0,18,3.668333333,54.18290855,29,3,0
37,358,10.8,20.76,17.09,48.81,1,1,2,15,6,6,5,5,0,0,0,6,3.46,17.07292707,23,3,1
37,358,6.06,148.4,236.46,429.28,3,9,29,70,29,29,27,23,0,4,0,29,5.117241379,26.2704144,42,6,1
37,271,8.46,187.37,226.62,454.26,4,7,36,88,34,40,0,0,0,0,0,36,5.204722222,32.36966148,36,5,1
37,324,10.57,116.91,328.23,471.25,3,10,27,81,27,28,31,24,3,4,0,27,4.33,32.81971803,25,3,1
37,268,15.42,151.98,300.05,484.43,3,6,17,64,23,28,27,24,2,1,0,23,6.607826087,50,39,4,1
38,311,5.88,11.59,0,17.68,1,0,0,5,4,5,2,2,0,0,0,4,2.8975,0,21,2,0
38,342,5.52,12.59,0,18.35,1,0,0,6,5,10,3,2,0,1,0,5,2.518,0,20,2,0
38,1138,3.69,73.06,36.27,124.87,3,15,30,100,28,30,0,0,0,0,0,30,2.435333333,2.417838811,14,2,0
38,1138,9.5,46.55,19.39,76.76,2,8,19,52,19,20,0,0,0,0,0,19,2.45,2.423447069,16,2,0
38,1138,1.65,63.74,42.82,110.12,4,12,38,106,38,40,0,0,0,0,0,38,1.677368421,3.568035997,14,2,0
38,1138,4.86,12.44,13.5,31.68,1,3,6,9,6,6,0,0,0,0,0,6,2.073333333,4.4985005,16,2,0
38,1138,6.46,38.71,13.87,61.5,2,3,13,32,20,20,0,0,0,0,0,20,1.9355,4.621792736,27,3,0
38,311,1.97,16.54,4.92,23.82,1,1,2,13,7,10,5,4,0,1,0,7,2.362857143,4.915084915,28,3,0
38,1138,12.16,8.47,9.42,30.49,1,1,2,8,4,6,0,0,0,0,0,4,2.1175,9.410589411,15,2,0
38,342,9.22,46.65,146.8,204.53,1,4,10,28,10,10,22,9,10,3,0,10,4.665,36.69082729,31,3,0
38,342,7.6,29.52,86.24,124.76,1,2,9,11,7,9,16,12,0,4,0,9,3.28,43.09845077,28,3,0
38,342,6.33,27.62,99.27,134.59,1,2,9,19,8,9,14,11,1,2,0,9,3.068888889,49.6101949,27,3,0
38,311,4.94,73.58,340.49,422.18,4,6,34,46,27,34,25,14,8,3,0,34,2.164117647,56.73887685,25,3,0
38,171,2.33,16.34,398.04,418.7,1,4,5,14,5,5,20,13,2,5,0,5,3.268,99.48512872,25,3,0
38,171,12.01,4.83,114.88,138.5,1,1,2,6,2,2,14,6,7,1,0,3,1.61,114.7652348,22,3,0
